Time(Iteration),DisLinUCB,NIndepLinUCB-alpha=0.3,FCLUB_DC,HetoFedBandit_Simplified,HetoFedBandit_Enhanced,DyClu
31225,7770,9367,6727,8250,10796,3332,1310
31250,7774,9377,6734,8259,10803,3333,1310
31275,7782,9388,6744,8267,10814,3335,1312
31300,7784,9397,6752,8276,10822,3337,1314
31325,7790,9408,6758,8284,10831,3337,1316
31350,7797,9415,6766,8294,10842,3337,1318
31375,7802,9424,6774,8301,10849,3340,1319
31400,7811,9436,6780,8311,10862,3340,1319
31425,7816,9442,6787,8319,10871,3340,1319
31450,7821,9450,6794,8329,10882,3341,1319
31475,7827,9459,6802,8336,10891,3343,1319
31500,7829,9463,6807,8339,10897,3344,1319
31525,7832,9467,6809,8344,10901,3345,1320
31550,7835,9477,6817,8350,10913,3346,1321
31575,7837,9483,6822,8356,10919,3348,1321
31600,7840,9493,6833,8366,10928,3349,1322
31625,7842,9501,6837,8376,10936,3350,1323
31650,7843,9509,6844,8383,10945,3352,1323
31675,7845,9516,6851,8389,10953,3352,1324
31700,7849,9520,6855,8396,10961,3353,1325
31725,7853,9528,6862,8404,10969,3355,1326
31750,7856,9537,6870,8413,10977,3356,1326
31775,7857,9549,6880,8417,10989,3358,1330
31800,7861,9558,6888,8424,10999,3360,1330
31825,7865,9568,6898,8436,11012,3365,1330
31850,7866,9573,6903,8440,11019,3366,1331
31875,7870,9581,6909,8447,11027,3367,1332
31900,7873,9587,6915,8454,11035,3368,1333
31925,7876,9595,6922,8458,11043,3371,1333
31950,7882,9606,6932,8465,11056,3371,1335
31975,7886,9616,6937,8471,11066,3372,1336
32000,7890,9623,6943,8479,11072,3373,1338
32025,7894,9632,6949,8485,11082,3375,1340
32050,7899,9638,6955,8494,11089,3380,1341
32075,7901,9643,6962,8498,11094,3384,1341
32100,7904,9650,6966,8505,11102,3385,1342
32125,7911,9658,6972,8511,11107,3386,1345
32150,7916,9665,6977,8519,11116,3386,1346
32175,7918,9671,6982,8527,11123,3391,1347
32200,7919,9676,6985,8533,11128,3393,1349
32225,7923,9679,6989,8537,11132,3394,1352
32250,7928,9687,6996,8546,11142,3394,1354
32275,7930,9693,7003,8553,11148,3394,1354
32300,7933,9701,7009,8562,11158,3397,1354
32325,7934,9706,7013,8566,11162,3398,1355
32350,7938,9714,7021,8574,11167,3400,1356
32375,7939,9720,7025,8580,11175,3400,1356
32400,7940,9726,7030,8583,11179,3400,1356
32425,7943,9733,7038,8591,11187,3401,1357
32450,7943,9744,7046,8598,11197,3401,1358
32475,7947,9752,7053,8606,11205,3405,1359
32500,7948,9754,7054,8607,11209,3407,1360
32525,7951,9764,7061,8613,11218,3410,1360
32550,7954,9773,7069,8621,11227,3412,1363
32575,7958,9783,7078,8627,11238,3414,1363
32600,7961,9793,7084,8631,11247,3417,1363
32625,7962,9799,7092,8636,11254,3419,1363
32650,7966,9807,7100,8642,11266,3419,1363
32675,7970,9818,7107,8649,11277,3421,1364
32700,7973,9826,7115,8656,11286,3423,1364
32725,7976,9834,7123,8663,11299,3424,1367
32750,7978,9840,7126,8667,11304,3424,1367
32775,7980,9851,7134,8670,11316,3424,1369
32800,7983,9861,7143,8676,11328,3428,1370
32825,7986,9876,7156,8686,11344,3433,1371
32850,7987,9884,7161,8691,11351,3433,1371
32875,7989,9894,7168,8698,11362,3434,1373
32900,7991,9903,7175,8700,11375,3435,1374
32925,7995,9913,7183,8702,11384,3437,1374
32950,8000,9921,7189,8707,11392,3439,1374
32975,8003,9929,7197,8715,11401,3440,1375
33000,8009,9937,7205,8720,11408,3440,1376
33025,8012,9943,7212,8724,11415,3441,1377
33050,8014,9952,7221,8731,11425,3441,1378
33075,8021,9963,7231,8739,11437,3442,1378
33100,8024,9972,7239,8744,11446,3443,1379
33125,8029,9984,7252,8753,11459,3445,1379
33150,8033,9994,7261,8760,11469,3446,1381
33175,8035,10004,7271,8766,11480,3447,1383
33200,8038,10013,7280,8773,11488,3447,1386
33225,8040,10022,7288,8778,11502,3447,1386
33250,8042,10027,7294,8783,11509,3449,1389
33275,8046,10033,7299,8786,11514,3449,1389
33300,8049,10038,7306,8792,11521,3450,1389
33325,8052,10044,7311,8799,11530,3450,1390
33350,8054,10052,7317,8807,11535,3451,1392
33375,8056,10059,7323,8808,11544,3451,1394
33400,8061,10068,7330,8816,11553,3452,1395
33425,8065,10081,7341,8826,11562,3456,1396
33450,8068,10091,7349,8831,11572,3457,1397
33475,8073,10099,7356,8839,11582,3458,1398
33500,8076,10104,7361,8846,11586,3461,1400
33525,8080,10110,7365,8855,11597,3462,1400
33550,8083,10120,7374,8866,11606,3464,1403
33575,8084,10127,7380,8871,11614,3466,1404
33600,8089,10138,7384,8882,11624,3469,1405
33625,8091,10149,7392,8888,11635,3473,1405
33650,8094,10159,7401,8894,11644,3473,1405
33675,8100,10169,7406,8898,11651,3474,1405
33700,8102,10176,7411,8902,11659,3477,1406
33725,8104,10182,7417,8905,11665,3478,1406
33750,8106,10190,7426,8911,11675,3479,1407
33775,8108,10199,7432,8917,11682,3480,1408
33800,8111,10211,7441,8924,11694,3481,1411
33825,8114,10221,7449,8930,11703,3483,1412
33850,8116,10234,7460,8938,11716,3483,1412
33875,8117,10240,7465,8942,11722,3483,1413
33900,8123,10252,7476,8949,11734,3486,1414
33925,8125,10258,7482,8952,11741,3486,1414
33950,8128,10262,7486,8954,11746,3486,1414
33975,8129,10267,7491,8959,11752,3486,1414
34000,8134,10275,7496,8967,11761,3488,1415
34025,8137,10284,7504,8977,11770,3488,1416
34050,8145,10293,7513,8986,11782,3489,1417
34075,8150,10300,7520,8997,11790,3491,1418
34100,8155,10304,7525,9006,11798,3492,1423
34125,8162,10313,7533,9017,11808,3492,1424
34150,8170,10319,7539,9021,11816,3492,1424
34175,8179,10327,7547,9030,11827,3494,1425
34200,8184,10333,7549,9034,11835,3495,1425
34225,8191,10341,7556,9044,11850,3496,1427
34250,8199,10353,7566,9055,11865,3500,1430
34275,8203,10357,7569,9058,11869,3500,1431
34300,8208,10369,7579,9067,11882,3503,1433
34325,8213,10378,7586,9075,11892,3504,1434
34350,8214,10385,7592,9082,11896,3505,1436
34375,8214,10391,7597,9086,11900,3507,1437
34400,8218,10400,7604,9095,11907,3511,1437
34425,8222,10408,7611,9103,11913,3513,1437
34450,8223,10415,7617,9109,11925,3514,1438
34475,8225,10423,7626,9115,11935,3515,1439
34500,8229,10426,7631,9116,11939,3515,1439
34525,8232,10433,7637,9122,11948,3517,1439
34550,8239,10441,7644,9128,11957,3517,1440
34575,8245,10451,7653,9135,11967,3520,1440
34600,8252,10462,7660,9143,11976,3520,1442
34625,8257,10473,7670,9150,11987,3523,1443
34650,8265,10479,7678,9157,11992,3524,1443
34675,8272,10490,7690,9163,12002,3527,1444
34700,8275,10498,7699,9170,12011,3528,1444
34725,8280,10504,7704,9176,12015,3531,1444
34750,8282,10511,7710,9179,12021,3535,1445
34775,8289,10521,7721,9187,12033,3537,1446
34800,8293,10529,7728,9194,12044,3539,1447
34825,8301,10539,7738,9201,12055,3543,1447
34850,8308,10549,7748,9209,12067,3545,1447
34875,8319,10562,7759,9220,12080,3545,1449
34900,8322,10570,7767,9225,12088,3547,1450
34925,8329,10577,7775,9230,12097,3548,1451
34950,8333,10591,7789,9239,12110,3549,1452
34975,8336,10596,7794,9243,12116,3550,1452
35000,8341,10605,7804,9249,12126,3552,1453
35025,8345,10613,7814,9253,12134,3553,1453
35050,8349,10623,7823,9258,12143,3554,1454
35075,8351,10631,7830,9264,12149,3556,1455
35100,8353,10640,7837,9273,12159,3556,1455
35125,8357,10646,7844,9279,12169,3556,1455
35150,8359,10652,7848,9284,12173,3556,1456
35175,8359,10657,7854,9286,12181,3557,1456
35200,8361,10669,7865,9291,12192,3557,1458
35225,8367,10680,7876,9296,12201,3557,1459
35250,8373,10692,7889,9305,12212,3559,1460
35275,8377,10701,7898,9308,12221,3559,1460
35300,8382,10707,7904,9313,12227,3561,1461
35325,8386,10718,7914,9318,12234,3564,1462
35350,8389,10728,7925,9326,12245,3566,1464
35375,8392,10738,7935,9335,12254,3571,1465
35400,8396,10753,7950,9343,12267,3573,1466
35425,8400,10765,7958,9346,12275,3575,1466
35450,8405,10778,7968,9355,12285,3579,1467
35475,8408,10783,7971,9360,12291,3580,1468
35500,8408,10791,7981,9369,12302,3583,1468
35525,8410,10798,7989,9377,12309,3584,1469
35550,8414,10809,8001,9388,12318,3589,1470
35575,8418,10816,8008,9395,12327,3591,1470
35600,8419,10823,8013,9403,12335,3591,1471
35625,8421,10832,8021,9411,12345,3593,1471
35650,8425,10841,8032,9423,12356,3594,1472
35675,8429,10850,8043,9429,12366,3597,1477
35700,8433,10859,8052,9437,12378,3600,1479
35725,8436,10866,8061,9440,12386,3603,1479
35750,8439,10872,8067,9444,12391,3605,1480
35775,8443,10877,8071,9454,12397,3608,1481
35800,8446,10883,8077,9461,12406,3608,1482
35825,8449,10891,8083,9470,12414,3610,1484
35850,8451,10899,8090,9477,12422,3612,1487
35875,8455,10910,8099,9483,12433,3612,1488
35900,8456,10913,8102,9485,12437,3613,1489
35925,8462,10918,8108,9492,12444,3613,1491
35950,8467,10928,8120,9502,12455,3615,1492
35975,8472,10935,8126,9507,12463,3616,1492
36000,8477,10941,8131,9511,12469,3620,1492
36025,8480,10948,8135,9515,12475,3621,1495
36050,8487,10961,8145,9525,12487,3624,1496
36075,8492,10968,8151,9531,12496,3626,1497
36100,8498,10979,8159,9539,12506,3629,1498
36125,8502,10984,8164,9548,12514,3632,1499
36150,8510,10998,8176,9559,12530,3635,1501
36175,8520,11010,8189,9570,12540,3638,1501
36200,8529,11018,8196,9580,12550,3640,1502
36225,8532,11028,8204,9584,12558,3642,1503
36250,8538,11043,8217,9593,12573,3644,1503
36275,8541,11051,8225,9596,12582,3644,1503
36300,8548,11061,8235,9602,12592,3646,1505
36325,8556,11074,8248,9615,12606,3647,1506
36350,8560,11087,8259,9623,12617,3647,1508
36375,8568,11101,8272,9632,12632,3648,1508
36400,8578,11111,8282,9645,12643,3650,1508
36425,8583,11122,8293,9657,12653,3652,1510
36450,8587,11137,8304,9668,12664,3654,1511
36475,8597,11150,8318,9677,12680,3656,1511
36500,8605,11161,8328,9687,12694,3656,1512
36525,8609,11177,8344,9698,12713,3657,1512
36550,8616,11193,8359,9710,12728,3661,1512
36575,8619,11207,8369,9719,12741,3663,1513
36600,8627,11217,8375,9728,12750,3665,1514
36625,8632,11229,8387,9736,12761,3667,1516
36650,8640,11238,8396,9741,12771,3667,1516
36675,8645,11246,8407,9747,12779,3669,1516
36700,8651,11259,8419,9757,12791,3670,1518
36725,8654,11267,8429,9765,12801,3670,1519
36750,8659,11274,8435,9771,12809,3670,1519
36775,8664,11284,8445,9779,12819,3671,1519
36800,8669,11296,8457,9785,12832,3674,1519
36825,8672,11308,8468,9790,12844,3678,1520
36850,8679,11317,8476,9799,12855,3679,1520
36875,8685,11323,8480,9804,12862,3681,1522
36900,8690,11330,8487,9811,12872,3683,1524
36925,8695,11338,8496,9820,12880,3684,1524
36950,8700,11348,8506,9829,12890,3688,1525
36975,8703,11362,8521,9842,12907,3692,1525
37000,8705,11370,8530,9850,12918,3695,1525
37025,8706,11375,8535,9858,12923,3696,1527
37050,8710,11384,8542,9861,12933,3696,1528
37075,8711,11391,8548,9868,12943,3697,1530
37100,8717,11397,8556,9876,12952,3698,1530
37125,8724,11408,8566,9885,12970,3700,1530
37150,8728,11415,8572,9890,12976,3701,1531
37175,8732,11424,8581,9896,12987,3703,1532
37200,8735,11431,8588,9897,12996,3706,1532
37225,8740,11442,8598,9902,13006,3709,1533
37250,8746,11452,8607,9910,13016,3709,1533
37275,8752,11461,8615,9920,13024,3710,1535
37300,8755,11470,8623,9927,13032,3712,1536
37325,8757,11478,8628,9929,13040,3712,1536
37350,8762,11490,8639,9938,13050,3715,1537
37375,8767,11498,8649,9945,13060,3716,1538
37400,8771,11509,8659,9951,13073,3718,1539
37425,8777,11524,8675,9963,13087,3718,1540
37450,8780,11538,8689,9974,13099,3718,1540
37475,8781,11546,8697,9980,13108,3719,1541
37500,8781,11556,8708,9986,13119,3721,1541
37525,8781,11562,8715,9991,13128,3722,1542
37550,8784,11570,8723,10001,13136,3722,1542
37575,8789,11581,8732,10010,13147,3724,1543
37600,8792,11594,8743,10019,13158,3728,1544
37625,8796,11602,8753,10028,13167,3733,1547
37650,8800,11611,8763,10034,13179,3735,1547
37675,8804,11622,8773,10044,13189,3738,1547
37700,8807,11625,8778,10045,13194,3739,1550
37725,8812,11632,8786,10051,13201,3739,1553
37750,8816,11640,8795,10056,13210,3740,1554
37775,8819,11646,8801,10058,13219,3740,1555
37800,8825,11655,8810,10067,13230,3741,1557
37825,8826,11661,8816,10073,13237,3741,1558
37850,8832,11671,8827,10082,13247,3742,1560
37875,8839,11677,8833,10088,13258,3743,1562
37900,8839,11682,8836,10091,13263,3743,1562
37925,8843,11683,8838,10093,13267,3744,1563
37950,8848,11690,8845,10100,13275,3744,1564
37975,8851,11694,8849,10105,13284,3745,1564
38000,8853,11697,8851,10109,13287,3745,1564
38025,8858,11703,8858,10117,13295,3748,1566
38050,8864,11710,8864,10127,13303,3749,1566
38075,8865,11711,8865,10130,13304,3749,1566
38100,8867,11716,8870,10131,13312,3749,1567
38125,8871,11722,8876,10135,13320,3750,1567
38150,8875,11732,8886,10142,13330,3752,1568
38175,8882,11743,8895,10148,13339,3752,1568
38200,8891,11752,8904,10156,13350,3752,1571
38225,8893,11761,8913,10165,13360,3752,1572
38250,8900,11773,8921,10175,13371,3752,1573
38275,8904,11783,8931,10183,13382,3755,1574
38300,8910,11794,8939,10189,13392,3755,1574
38325,8913,11800,8945,10196,13401,3757,1574
38350,8914,11803,8948,10197,13411,3757,1575
38375,8917,11810,8958,10206,13421,3757,1575
38400,8918,11817,8962,10211,13427,3757,1578
38425,8922,11826,8966,10220,13438,3757,1581
38450,8925,11837,8976,10227,13448,3759,1582
38475,8925,11843,8980,10230,13457,3760,1583
38500,8929,11850,8988,10239,13467,3761,1583
38525,8935,11861,8999,10249,13479,3762,1584
38550,8938,11870,9008,10257,13489,3763,1584
38575,8941,11879,9018,10263,13499,3764,1584
38600,8942,11885,9027,10269,13507,3764,1585
38625,8945,11895,9036,10272,13516,3766,1586
38650,8946,11897,9040,10276,13520,3768,1588
38675,8952,11903,9048,10286,13529,3768,1590
38700,8958,11911,9055,10297,13539,3769,1591
38725,8963,11917,9061,10300,13549,3769,1591
38750,8966,11925,9068,10305,13559,3770,1593
38775,8971,11933,9078,10312,13570,3772,1595
38800,8977,11940,9085,10319,13577,3774,1597
38825,8982,11950,9095,10328,13590,3774,1598
38850,8984,11955,9103,10333,13599,3774,1599
38875,8991,11967,9115,10344,13618,3774,1599
38900,8999,11978,9126,10352,13632,3776,1601
38925,9004,11988,9136,10361,13642,3778,1603
38950,9010,11999,9147,10370,13654,3782,1604
38975,9013,12007,9155,10377,13662,3786,1607
39000,9015,12013,9162,10383,13666,3786,1608
39025,9016,12022,9171,10394,13675,3786,1609
39050,9017,12031,9178,10400,13684,3786,1610
39075,9019,12039,9183,10406,13691,3787,1610
39100,9024,12045,9188,10412,13700,3788,1614
39125,9025,12054,9197,10413,13709,3791,1614
39150,9028,12066,9209,10416,13722,3792,1615
39175,9030,12079,9222,10425,13736,3793,1617
39200,9034,12090,9232,10432,13747,3793,1619
39225,9037,12104,9242,10441,13762,3793,1620
39250,9040,12111,9249,10448,13772,3793,1620
39275,9044,12121,9259,10460,13781,3795,1622
39300,9048,12132,9269,10467,13792,3797,1623
39325,9051,12136,9272,10470,13797,3797,1625
39350,9057,12145,9280,10477,13805,3797,1627
39375,9062,12153,9286,10483,13813,3797,1629
39400,9068,12167,9300,10494,13827,3800,1629
39425,9072,12179,9312,10503,13838,3801,1629
39450,9076,12189,9322,10510,13845,3803,1632
39475,9080,12204,9336,10524,13860,3803,1633
39500,9085,12215,9346,10534,13872,3804,1634
39525,9090,12221,9351,10542,13878,3804,1635
39550,9095,12235,9364,10553,13891,3805,1635
39575,9096,12243,9369,10560,13899,3807,1635
39600,9098,12249,9375,10566,13905,3808,1636
39625,9100,12259,9383,10571,13916,3808,1638
39650,9104,12266,9390,10579,13923,3808,1639
39675,9107,12277,9399,10588,13935,3810,1640
39700,9108,12291,9413,10601,13947,3813,1640
39725,9111,12298,9420,10610,13955,3814,1644
39750,9118,12310,9430,10623,13967,3816,1646
39775,9119,12316,9437,10630,13973,3816,1648
39800,9125,12324,9445,10638,13982,3816,1650
39825,9129,12337,9459,10651,13998,3816,1651
39850,9137,12349,9472,10661,14009,3816,1651
39875,9141,12358,9482,10668,14017,3817,1652
39900,9142,12363,9487,10670,14021,3817,1652
39925,9145,12371,9493,10675,14030,3817,1652
39950,9146,12376,9501,10680,14037,3817,1653
39975,9147,12387,9511,10691,14048,3817,1654
40000,9149,12393,9519,10699,14055,3817,1655
40025,9149,12396,9524,10706,14065,3817,1658
40050,9150,12400,9527,10709,14070,3817,1658
40075,9151,12404,9531,10713,14074,3817,1660
40100,9154,12413,9540,10722,14083,3817,1662
40125,9156,12420,9546,10729,14091,3817,1662
40150,9158,12426,9552,10736,14098,3819,1662
40175,9163,12435,9559,10745,14108,3822,1663
40200,9163,12443,9565,10752,14116,3823,1664
40225,9170,12455,9578,10765,14129,3831,1665
40250,9172,12459,9580,10767,14133,3833,1665
40275,9174,12467,9588,10773,14142,3833,1667
40300,9176,12473,9593,10775,14147,3835,1668
40325,9178,12477,9596,10776,14153,3835,1669
40350,9179,12483,9602,10781,14159,3835,1670
40375,9182,12487,9607,10785,14164,3835,1670
40400,9183,12492,9609,10788,14169,3835,1671
40425,9184,12495,9611,10791,14174,3836,1672
40450,9188,12500,9616,10796,14182,3836,1673
40475,9190,12504,9620,10799,14186,3837,1673
40500,9190,12506,9623,10801,14190,3838,1674
40525,9192,12512,9630,10809,14199,3838,1676
40550,9192,12518,9636,10816,14207,3839,1676
40575,9193,12524,9643,10823,14215,3839,1678
40600,9196,12532,9652,10830,14223,3839,1679
40625,9198,12539,9658,10836,14232,3840,1679
40650,9200,12550,9668,10843,14241,3842,1681
40675,9202,12562,9682,10852,14255,3842,1681
40700,9205,12574,9694,10857,14268,3842,1682
40725,9208,12592,9710,10868,14284,3842,1683
40750,9214,12602,9721,10879,14293,3844,1683
40775,9217,12607,9726,10884,14297,3844,1684
40800,9218,12616,9733,10890,14303,3844,1686
40825,9220,12627,9744,10897,14310,3846,1688
40850,9222,12633,9751,10905,14319,3849,1688
40875,9223,12640,9758,10913,14328,3852,1690
40900,9226,12645,9763,10914,14334,3853,1691
40925,9226,12649,9766,10916,14340,3853,1692
40950,9227,12651,9766,10917,14341,3853,1692
40975,9236,12665,9780,10928,14355,3853,1693
41000,9242,12683,9798,10938,14374,3853,1695
41025,9243,12686,9802,10940,14378,3853,1695
41050,9255,12698,9812,10952,14394,3853,1697
41075,9256,12701,9814,10953,14400,3853,1697
41100,9259,12714,9824,10961,14414,3853,1698
41125,9260,12726,9835,10964,14426,3853,1698
41150,9265,12736,9844,10970,14436,3854,1698
41175,9265,12743,9853,10975,14441,3855,1700
41200,9267,12751,9864,10984,14450,3855,1701
41225,9268,12756,9869,10987,14453,3855,1701
41250,9274,12762,9872,10992,14460,3855,1702
41275,9275,12770,9878,10998,14464,3857,1704
